Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age
14.0,Regular,0.136328794,Frozen Foods,54.864,OUT018,Medium,Tier 3,Supermarket Type2,319.584,0
6.655,Low Fat,0.016958832,Fruits and Vegetables,210.0586,OUT046,Small,Tier 1,Supermarket Type1,4221.172,12
16.5,Regular,0.068125756,Grocery,101.199,OUT046,Small,Tier 1,Supermarket Type1,1031.99,12
9.6,Regular,0.02734361,Grocery,257.8304,OUT046,Small,Tier 1,Supermarket Type1,1808.3128,12
6.55,Regular,0.034658144,Grocery,155.8288,OUT049,Medium,Tier 1,Supermarket Type1,1099.9016,10
16.25,Low Fat,0.0,Grocery,89.8804,OUT017,Small,Tier 2,Supermarket Type1,1102.5648,2
15.25,Regular,0.065841719,Grocery,179.866,OUT013,High,Tier 3,Supermarket Type1,2696.49,22
9.695,Regular,0.029158763,Grocery,174.537,OUT035,Small,Tier 2,Supermarket Type1,1235.059,5
11.208000000000002,Low Fat,0.063649582,Frozen Foods,74.7696,OUT019,Small,Tier 1,Grocery Store,74.5696,24
16.0,Low Fat,0.05706009,Grocery,225.0404,OUT046,Small,Tier 1,Supermarket Type1,4950.8888,12
15.85,Low Fat,0.11566015,Grocery,218.3166,OUT010,High,Tier 3,Grocery Store,435.4332,11
13.52,Low Fat,0.075691713,Fruits and Vegetables,98.241,OUT027,Medium,Tier 3,Supermarket Type3,2220.443,24
18.85,Low Fat,0.167844438,Household and Non-Food Items,193.9136,OUT049,Medium,Tier 1,Supermarket Type1,3110.6176,10
6.215,Regular,0.049722335,Grocery,224.5062,OUT045,Small,Tier 2,Supermarket Type1,4514.124,7
12.402000000000001,Low Fat,0.14095631,Grocery,167.7132,OUT027,Medium,Tier 3,Supermarket Type3,3889.6036,24
11.8,Low Fat,0.058827557,Household and Non-Food Items,80.8618,OUT049,Medium,Tier 1,Supermarket Type1,1288.9888,10
7.325,Low Fat,0.093765794,Fruits and Vegetables,90.3146,OUT018,Medium,Tier 3,Supermarket Type2,1733.0774,0
10.5,Low Fat,0.048092816,Beverages,159.2946,OUT049,Medium,Tier 1,Supermarket Type1,1893.5352,10
15.7,Regular,0.018968743,Fruits and Vegetables,61.9536,OUT045,Small,Tier 2,Supermarket Type1,1225.072,7
8.607,Low Fat,0.024032484,Fruits and Vegetables,124.973,OUT027,Medium,Tier 3,Supermarket Type3,2463.46,24
13.0,Regular,0.070444232,Grocery,63.4484,OUT045,Small,Tier 2,Supermarket Type1,1043.9744,7
6.865,Low Fat,0.01405025,Beverages,128.9652,OUT018,Medium,Tier 3,Supermarket Type2,1679.1476,0
7.785,Low Fat,0.139436695,Grocery,103.0306,OUT013,High,Tier 3,Supermarket Type1,2404.2038,22
17.7,Regular,0.016593506,Fruits and Vegetables,46.9034,OUT035,Small,Tier 2,Supermarket Type1,972.068,5
20.2,Low Fat,0.124261614,Household and Non-Food Items,93.6462,OUT010,High,Tier 3,Grocery Store,277.6386,11
7.855,Low Fat,0.011261165,Grocery,189.5188,OUT046,Small,Tier 1,Supermarket Type1,1904.188,12
6.36,Low Fat,0.120520818,Fruits and Vegetables,45.906,OUT035,Small,Tier 2,Supermarket Type1,419.454,5
17.0,Regular,0.015965308,Grocery,229.4352,OUT046,Small,Tier 1,Supermarket Type1,4809.7392,12
5.78,Low Fat,0.096386227,Grocery,163.5552,OUT046,Small,Tier 1,Supermarket Type1,1787.0072,12
11.5,Low Fat,0.073029341,Fruits and Vegetables,187.953,OUT045,Small,Tier 2,Supermarket Type1,2656.542,7
18.2,Low Fat,0.049520593,Fruits and Vegetables,147.3734,OUT018,Medium,Tier 3,Supermarket Type2,2375.5744,0
18.25,Low Fat,0.079152918,Frozen Foods,223.8062,OUT013,High,Tier 3,Supermarket Type1,4288.4178,22
12.6,Low Fat,0.048741487,Grocery,60.4194,OUT013,High,Tier 3,Supermarket Type1,990.7104,22
8.575,Regular,0.071958197,Grocery,195.3794,OUT049,Medium,Tier 1,Supermarket Type1,3511.4292,10
18.2,Low Fat,0.162147349,Fruits and Vegetables,37.719,OUT018,Medium,Tier 3,Supermarket Type2,549.285,0
8.115,Regular,0.05382735,Grocery,155.2972,OUT010,High,Tier 3,Grocery Store,311.5944,11
12.65,Low Fat,0.069565759,Proteins,52.4324,OUT045,Small,Tier 2,Supermarket Type1,571.2564,7
10.169,Low Fat,0.056019324,Frozen Foods,40.0454,OUT027,Medium,Tier 3,Supermarket Type3,419.454,24
8.775,Low Fat,0.109911272,Grocery,41.9428,OUT046,Small,Tier 1,Supermarket Type1,1537.998,12
5.94,Regular,0.029366813,Grocery,187.7556,OUT035,Small,Tier 2,Supermarket Type1,3755.112,5
18.85,Low Fat,0.055347985,Grocery,131.5284,OUT035,Small,Tier 2,Supermarket Type1,1581.9408,5
9.8,Regular,0.0,Grocery,49.2008,OUT013,High,Tier 3,Supermarket Type1,657.8104,22
12.65,Regular,0.156926608,Fruits and Vegetables,238.3538,OUT017,Small,Tier 2,Supermarket Type1,5528.1374,2
20.7,Low Fat,0.039405676,Household and Non-Food Items,149.8366,OUT018,Medium,Tier 3,Supermarket Type2,2267.049,0
14.65,Low Fat,0.170176516,Beverages,55.2614,OUT013,High,Tier 3,Supermarket Type1,718.3982,22
15.85,Low Fat,0.057546914,Grocery,55.8956,OUT018,Medium,Tier 3,Supermarket Type2,491.3604,0
17.25,Regular,0.160095901,Fruits and Vegetables,61.5194,OUT017,Small,Tier 2,Supermarket Type1,1052.6298,2
16.0,Regular,0.099832728,Frozen Foods,87.4856,OUT017,Small,Tier 2,Supermarket Type1,263.6568,2
6.32,Low Fat,0.012717946,Proteins,40.2822,OUT046,Small,Tier 1,Supermarket Type1,628.5152,12
6.525,Low Fat,0.090278634,Household and Non-Food Items,86.7882,OUT035,Small,Tier 2,Supermarket Type1,1975.4286,5
6.695,Low Fat,0.0,Grocery,191.882,OUT013,High,Tier 3,Supermarket Type1,3861.64,22
14.85,Regular,0.009958941,Grocery,157.963,OUT045,Small,Tier 2,Supermarket Type1,2816.334,7
17.1,Low Fat,0.032678839,Frozen Foods,150.7392,OUT049,Medium,Tier 1,Supermarket Type1,3131.9232,10
10.3,Regular,0.0,Fruits and Vegetables,115.0176,OUT013,High,Tier 3,Supermarket Type1,4122.6336,22
19.7,Low Fat,0.077849003,Grocery,179.166,OUT013,High,Tier 3,Supermarket Type1,3056.022,22
10.695,Regular,0.011443222,Grocery,73.5038,OUT049,Medium,Tier 1,Supermarket Type1,1478.076,10
7.285,Low Fat,0.031214809,Household and Non-Food Items,177.1054,OUT045,Small,Tier 2,Supermarket Type1,2626.581,7
17.7,Low Fat,0.051146565,Household and Non-Food Items,127.3678,OUT018,Medium,Tier 3,Supermarket Type2,3306.3628,0
18.25,Low Fat,0.015302653,Grocery,198.0084,OUT049,Medium,Tier 1,Supermarket Type1,793.6336,10
5.175,Regular,0.04937018,Grocery,106.7622,OUT010,High,Tier 3,Grocery Store,211.7244,11
5.635,Low Fat,0.0,Grocery,148.705,OUT049,Medium,Tier 1,Supermarket Type1,1198.44,10
14.8,Low Fat,0.081372267,Proteins,191.4846,OUT018,Medium,Tier 3,Supermarket Type2,3057.3536,0
18.25,Regular,0.18329488,Grocery,111.657,OUT046,Small,Tier 1,Supermarket Type1,1537.998,12
16.1,Regular,0.06358934,Grocery,179.4318,OUT018,Medium,Tier 3,Supermarket Type2,360.8636,0
16.75,Low Fat,0.060792265,Grocery,170.4106,OUT018,Medium,Tier 3,Supermarket Type2,513.3318,0
17.7,Regular,0.0,Grocery,184.3924,OUT046,Small,Tier 1,Supermarket Type1,4257.1252,12
11.15,Low Fat,0.119852889,Grocery,44.9744,OUT013,High,Tier 3,Supermarket Type1,498.0184,22
20.0,Low Fat,0.034563936,Grocery,45.3086,OUT017,Small,Tier 2,Supermarket Type1,490.6946,2
7.935,Low Fat,0.031710329,Household and Non-Food Items,263.091,OUT013,High,Tier 3,Supermarket Type1,5522.811,22
20.1,Low Fat,0.074778547,Grocery,110.7228,OUT045,Small,Tier 2,Supermarket Type1,1657.842,7
13.65,Regular,0.013035609,Fruits and Vegetables,114.7834,OUT035,Small,Tier 2,Supermarket Type1,3455.502,5
6.635,Regular,0.046277956,Frozen Foods,36.7506,OUT018,Medium,Tier 3,Supermarket Type2,75.9012,0
11.15,Low Fat,0.073783159,Others,66.0142,OUT017,Small,Tier 2,Supermarket Type1,988.713,2
19.5,Low Fat,0.01572192,Household and Non-Food Items,185.6608,OUT035,Small,Tier 2,Supermarket Type1,918.804,5
6.48,Low Fat,0.033952603,Grocery,148.2076,OUT049,Medium,Tier 1,Supermarket Type1,3399.5748,10
11.15,Regular,0.105220024,Grocery,102.7648,OUT013,High,Tier 3,Supermarket Type1,1142.5128,22
5.985,Low Fat,0.095715608,Frozen Foods,125.8678,OUT013,High,Tier 3,Supermarket Type1,3560.6984,22
7.27,Low Fat,0.046822808,Household and Non-Food Items,99.3384,OUT017,Small,Tier 2,Supermarket Type1,2759.0752,2
6.78,Regular,0.0,Fruits and Vegetables,227.5694,OUT049,Medium,Tier 1,Supermarket Type1,3653.9104,10
9.195,Regular,0.04731256,Frozen Foods,50.7666,OUT018,Medium,Tier 3,Supermarket Type2,512.666,0
19.5,Regular,0.077108099,Beverages,232.8958,OUT013,High,Tier 3,Supermarket Type1,5608.6992,22
6.59,Low Fat,0.106027474,Fruits and Vegetables,83.9908,OUT018,Medium,Tier 3,Supermarket Type2,1426.1436,0
7.51,Low Fat,0.01742908,Fruits and Vegetables,229.601,OUT046,Small,Tier 1,Supermarket Type1,6201.927,12
9.807,Low Fat,0.073229342,Household and Non-Food Items,254.1014,OUT019,Small,Tier 1,Grocery Store,255.0014,24
13.892,Low Fat,0.157257637,Frozen Foods,215.0192,OUT019,Small,Tier 1,Grocery Store,1078.596,24
13.146,Low Fat,0.039988162,Frozen Foods,55.7298,OUT027,Medium,Tier 3,Supermarket Type3,1024.6662,24
12.5,Low Fat,0.081119484,Proteins,220.0798,OUT035,Small,Tier 2,Supermarket Type1,1322.2788,5
17.0,Low Fat,0.052421981,Household and Non-Food Items,123.773,OUT018,Medium,Tier 3,Supermarket Type2,1231.73,0
7.526999999999999,Low Fat,0.070791391,Household and Non-Food Items,46.4086,OUT027,Medium,Tier 3,Supermarket Type3,2007.387,24
12.65,Low Fat,0.069817659,Proteins,53.5324,OUT017,Small,Tier 2,Supermarket Type1,830.9184,2
12.5,Regular,0.109971578,Fruits and Vegetables,82.7592,OUT035,Small,Tier 2,Supermarket Type1,577.9144,5
18.7,Regular,0.091950972,Proteins,184.2292,OUT018,Medium,Tier 3,Supermarket Type2,1277.0044,0
11.0,Regular,0.133145617,Grocery,218.4798,OUT046,Small,Tier 1,Supermarket Type1,2203.798,12
11.013000000000002,Low Fat,0.046609281,Household and Non-Food Items,248.6776,OUT019,Small,Tier 1,Grocery Store,495.3552,24
7.35,Low Fat,0.028652919,Fruits and Vegetables,40.5454,OUT045,Small,Tier 2,Supermarket Type1,545.2902,7
10.895,Low Fat,0.136696892,Grocery,264.5568,OUT013,High,Tier 3,Supermarket Type1,5536.7928,22
17.2,Regular,0.012002075,Grocery,165.3184,OUT013,High,Tier 3,Supermarket Type1,990.7104,22
15.5,Regular,0.025513973,Grocery,83.7934,OUT017,Small,Tier 2,Supermarket Type1,1474.0812,2
7.905,Low Fat,0.064194304,Beverages,229.4694,OUT045,Small,Tier 2,Supermarket Type1,2055.3246,7
9.8,Low Fat,0.013920032,Beverages,45.006,OUT017,Small,Tier 2,Supermarket Type1,792.302,2
11.6,Regular,0.079251097,Frozen Foods,79.2276,OUT018,Medium,Tier 3,Supermarket Type2,649.8208,0
15.282000000000002,Regular,0.121043709,Grocery,59.422,OUT027,Medium,Tier 3,Supermarket Type3,1078.596,24
13.409,Low Fat,0.048545853,Grocery,60.1194,OUT027,Medium,Tier 3,Supermarket Type3,1114.5492,24
5.825,Low Fat,0.091467933,Household and Non-Food Items,159.7894,OUT035,Small,Tier 2,Supermarket Type1,1294.3152,5
16.35,Low Fat,0.0,Fruits and Vegetables,196.3426,OUT018,Medium,Tier 3,Supermarket Type2,1384.1982,0
14.7,Low Fat,0.020916223,Beverages,141.8128,OUT035,Small,Tier 2,Supermarket Type1,1869.5664,5
11.6,Low Fat,0.0,Beverages,141.9154,OUT035,Small,Tier 2,Supermarket Type1,992.7078,5
16.75,Low Fat,0.104768536,Grocery,155.163,OUT013,High,Tier 3,Supermarket Type1,2972.797,22
12.5,Low Fat,0.020680499,Grocery,197.2742,OUT013,High,Tier 3,Supermarket Type1,2587.9646,22
12.6,Regular,0.123727659,Grocery,253.0356,OUT010,High,Tier 3,Grocery Store,254.3356,11
12.35,Low Fat,0.163805509,Household and Non-Food Items,117.6124,OUT013,High,Tier 3,Supermarket Type1,3910.9092,22
13.35,Low Fat,0.065082452,Grocery,93.0804,OUT045,Small,Tier 2,Supermarket Type1,2113.2492,7
14.7,Regular,0.182128363,Grocery,165.65,OUT019,Small,Tier 1,Grocery Store,665.8,24
9.583,Low Fat,0.159096908,Beverages,129.3336,OUT019,Small,Tier 1,Grocery Store,127.8336,24
6.63,Regular,0.103935018,Grocery,166.85,OUT013,High,Tier 3,Supermarket Type1,5326.4,22
6.61,Regular,0.029129907,Grocery,188.4898,OUT018,Medium,Tier 3,Supermarket Type2,4677.245,0
19.6,Regular,0.128011859,Grocery,166.8816,OUT035,Small,Tier 2,Supermarket Type1,1845.5976,5
16.233,Low Fat,0.073985248,Grocery,252.5724,OUT027,Medium,Tier 3,Supermarket Type3,3271.7412,24
19.25,Regular,0.027233781,Proteins,197.511,OUT017,Small,Tier 2,Supermarket Type1,982.055,2
11.863,Low Fat,0.079440262,Beverages,86.7882,OUT019,Small,Tier 1,Grocery Store,85.8882,24
20.0,Regular,0.060022526,Grocery,168.7132,OUT045,Small,Tier 2,Supermarket Type1,6426.3016,7
20.75,Low Fat,0.181958524,Grocery,161.0578,OUT010,High,Tier 3,Grocery Store,481.3734,11
7.235,Low Fat,0.058222587,Grocery,114.8834,OUT049,Medium,Tier 1,Supermarket Type1,3340.3186,10
11.822,Low Fat,0.054723717,Household and Non-Food Items,36.6874,OUT027,Medium,Tier 3,Supermarket Type3,1058.622,24
6.78,Low Fat,0.066724663,Fruits and Vegetables,187.724,OUT049,Medium,Tier 1,Supermarket Type1,1491.392,10
7.3,Low Fat,0.144167934,Frozen Foods,146.3076,OUT010,High,Tier 3,Grocery Store,886.8456,11
12.3,Low Fat,0.052458358,Household and Non-Food Items,188.753,OUT013,High,Tier 3,Supermarket Type1,3795.06,22
16.85,Low Fat,0.139985583,Grocery,145.276,OUT018,Medium,Tier 3,Supermarket Type2,2490.092,0
14.65,Regular,0.099286298,Grocery,49.8666,OUT049,Medium,Tier 1,Supermarket Type1,563.9326,10
15.6,Low Fat,0.037680711,Grocery,123.7704,OUT035,Small,Tier 2,Supermarket Type1,3129.26,5
17.35,Low Fat,0.168064909,Household and Non-Food Items,176.2712,OUT018,Medium,Tier 3,Supermarket Type2,1230.3984,0
16.0,Low Fat,0.090111173,Grocery,141.3154,OUT049,Medium,Tier 1,Supermarket Type1,3261.7542,10
17.0,Low Fat,0.136286138,Fruits and Vegetables,170.9106,OUT018,Medium,Tier 3,Supermarket Type2,1197.7742,0
11.5,Regular,0.125857678,Frozen Foods,100.5358,OUT045,Small,Tier 2,Supermarket Type1,2111.2518,7
5.695,Regular,0.067700925,Grocery,256.5988,OUT046,Small,Tier 1,Supermarket Type1,2055.9904,12
15.2,Low Fat,0.112896669,Beverages,36.0848,OUT046,Small,Tier 1,Supermarket Type1,1193.1136,12
9.1,Low Fat,0.173973652,Grocery,126.5362,OUT013,High,Tier 3,Supermarket Type1,1761.7068,22
16.85,Low Fat,0.0,Grocery,146.076,OUT017,Small,Tier 2,Supermarket Type1,2636.568,2
11.15,Low Fat,0.073516952,Others,65.9142,OUT045,Small,Tier 2,Supermarket Type1,790.9704,7
17.0,Low Fat,0.119285634,Frozen Foods,247.4434,OUT013,High,Tier 3,Supermarket Type1,2980.1208,22
7.47,Regular,0.153011599,Frozen Foods,215.2218,OUT017,Small,Tier 2,Supermarket Type1,3419.5488,2
20.7,Low Fat,0.04875891,Fruits and Vegetables,37.3506,OUT046,Small,Tier 1,Supermarket Type1,834.9132,12
15.6,Regular,0.105276162,Grocery,173.2764,OUT035,Small,Tier 2,Supermarket Type1,3779.0808,5
17.7,Regular,0.122123201,Proteins,100.7674,OUT045,Small,Tier 2,Supermarket Type1,814.9392,7
13.0,Low Fat,0.082970667,Household and Non-Food Items,60.0194,OUT049,Medium,Tier 1,Supermarket Type1,1114.5492,10
14.0,Regular,0.029782937,Grocery,146.3786,OUT045,Small,Tier 2,Supermarket Type1,866.8716,7
18.85,Regular,0.067953506,Grocery,119.044,OUT046,Small,Tier 1,Supermarket Type1,2396.88,12
15.7,Low Fat,0.03722507,Beverages,182.4634,OUT035,Small,Tier 2,Supermarket Type1,1999.3974,5
15.85,Low Fat,0.020487625,Household and Non-Food Items,44.0112,OUT046,Small,Tier 1,Supermarket Type1,468.7232,12
6.175,Regular,0.179077475,Proteins,94.3752,OUT046,Small,Tier 1,Supermarket Type1,1342.2528,12
10.431000000000001,Low Fat,0.037131628,Grocery,216.4824,OUT019,Small,Tier 1,Grocery Store,218.3824,24
16.0,Regular,0.017547958,Proteins,48.3718,OUT035,Small,Tier 2,Supermarket Type1,614.5334,5
13.15,Low Fat,0.093191195,Household and Non-Food Items,158.1604,OUT017,Small,Tier 2,Supermarket Type1,1426.1436,2
16.5,Regular,0.079875237,Fruits and Vegetables,102.7332,OUT045,Small,Tier 2,Supermarket Type1,1537.998,7
14.65,Low Fat,0.01125332,Others,57.0614,OUT017,Small,Tier 2,Supermarket Type1,939.4438,2
13.5,Regular,0.125170423,Grocery,261.491,OUT013,High,Tier 3,Supermarket Type1,3418.883,22
10.1,Low Fat,0.032152004,Grocery,50.6008,OUT049,Medium,Tier 1,Supermarket Type1,404.8064,10
11.85,Regular,0.056033565,Grocery,51.4666,OUT017,Small,Tier 2,Supermarket Type1,974.0654,2
9.285,Regular,0.021049215,Grocery,161.0578,OUT045,Small,Tier 2,Supermarket Type1,2406.867,7
12.8,Regular,0.023526504,Proteins,223.5404,OUT035,Small,Tier 2,Supermarket Type1,5626.01,5
6.235,Low Fat,0.020229757,Household and Non-Food Items,260.8962,OUT049,Medium,Tier 1,Supermarket Type1,5956.9126,10
12.15,Low Fat,0.131445848,Frozen Foods,246.846,OUT045,Small,Tier 2,Supermarket Type1,6404.996,7
16.29,Low Fat,0.083862625,Household and Non-Food Items,44.077,OUT019,Small,Tier 1,Grocery Store,216.385,24
12.35,Regular,0.18614827,Grocery,78.2328,OUT049,Medium,Tier 1,Supermarket Type1,1158.492,10
16.2,Low Fat,0.036057562,Fruits and Vegetables,260.3278,OUT018,Medium,Tier 3,Supermarket Type2,2342.9502,0
7.285,Low Fat,0.031327839,Household and Non-Food Items,174.6054,OUT017,Small,Tier 2,Supermarket Type1,2976.7918,2
7.05,Regular,0.055558509,Grocery,224.7088,OUT046,Small,Tier 1,Supermarket Type1,3131.9232,12
12.667,Low Fat,0.0,Frozen Foods,109.9254,OUT019,Small,Tier 1,Grocery Store,108.5254,24
14.5,Regular,0.063863551,Grocery,262.3594,OUT046,Small,Tier 1,Supermarket Type1,4448.2098,12
13.35,Low Fat,0.0,Grocery,75.7012,OUT017,Small,Tier 2,Supermarket Type1,1442.1228,2
11.5,Low Fat,0.0,Fruits and Vegetables,128.4652,OUT049,Medium,Tier 1,Supermarket Type1,2841.6344,10
12.1,Low Fat,0.016852909,Beverages,180.666,OUT049,Medium,Tier 1,Supermarket Type1,2876.256,10
11.8,Regular,0.094037241,Grocery,124.5704,OUT018,Medium,Tier 3,Supermarket Type2,1001.3632,0
7.05,Low Fat,0.085312137,Grocery,107.4912,OUT018,Medium,Tier 3,Supermarket Type2,982.7208,0
16.162,Low Fat,0.053764023,Proteins,195.7768,OUT027,Medium,Tier 3,Supermarket Type3,3547.3824,24
18.75,Low Fat,0.010365546,Household and Non-Food Items,207.0954,OUT046,Small,Tier 1,Supermarket Type1,3125.931,12
19.25,Regular,0.027135522,Proteins,196.311,OUT045,Small,Tier 2,Supermarket Type1,3142.576,7
16.2,Low Fat,0.0,Grocery,100.57,OUT013,High,Tier 3,Supermarket Type1,1398.18,22
8.31,Regular,0.116148596,Grocery,176.0028,OUT018,Medium,Tier 3,Supermarket Type2,4427.57,0
13.1,Low Fat,0.075363922,Grocery,73.8354,OUT017,Small,Tier 2,Supermarket Type1,1956.1204,2
13.5,Low Fat,0.021496403,Fruits and Vegetables,180.5976,OUT046,Small,Tier 1,Supermarket Type1,3078.6592,12
11.15,Regular,0.085931544,Grocery,169.679,OUT046,Small,Tier 1,Supermarket Type1,1018.674,12
7.5,Low Fat,0.096806008,Household and Non-Food Items,56.2588,OUT018,Medium,Tier 3,Supermarket Type2,687.1056,0
14.562000000000001,Low Fat,0.04778563,Beverages,156.5946,OUT027,Medium,Tier 3,Supermarket Type3,3787.0704,24
15.6,Regular,0.105725004,Grocery,169.9764,OUT018,Medium,Tier 3,Supermarket Type2,2748.4224,0
12.076999999999998,Low Fat,0.148764535,Grocery,111.1912,OUT019,Small,Tier 1,Grocery Store,109.1912,24
6.78,Low Fat,0.066997921,Fruits and Vegetables,186.524,OUT017,Small,Tier 2,Supermarket Type1,2609.936,2
16.0,Low Fat,0.040938155,Grocery,141.1496,OUT035,Small,Tier 2,Supermarket Type1,4516.7872,5
9.985999999999999,Regular,0.014661762,Grocery,89.1172,OUT027,Medium,Tier 3,Supermarket Type3,2319.6472,24
10.5,Low Fat,0.048213766,Beverages,159.6946,OUT018,Medium,Tier 3,Supermarket Type2,3629.2758,0
17.1,Low Fat,0.032761024,Frozen Foods,148.8392,OUT018,Medium,Tier 3,Supermarket Type2,2087.9488,0
7.535,Low Fat,0.0,Beverages,121.644,OUT045,Small,Tier 2,Supermarket Type1,1557.972,7
15.1,Low Fat,0.025988508,Frozen Foods,146.6076,OUT035,Small,Tier 2,Supermarket Type1,2364.9216,5
15.1,Low Fat,0.026140452,Frozen Foods,149.0076,OUT017,Small,Tier 2,Supermarket Type1,4138.6128,2
10.0,Low Fat,0.025932408,Grocery,264.7226,OUT018,Medium,Tier 3,Supermarket Type2,3171.8712,0
20.85,Low Fat,0.098170402,Grocery,224.0746,OUT017,Small,Tier 2,Supermarket Type1,2243.746,2
16.7,Regular,0.119439636,Fruits and Vegetables,182.1976,OUT035,Small,Tier 2,Supermarket Type1,724.3904,5
8.315,Regular,0.059540542,Grocery,143.6444,OUT010,High,Tier 3,Grocery Store,145.1444,11
11.217999999999998,Low Fat,0.044122209,Grocery,173.8054,OUT019,Small,Tier 1,Grocery Store,175.1054,24
16.75,Low Fat,0.081304829,Fruits and Vegetables,258.4988,OUT035,Small,Tier 2,Supermarket Type1,4111.9808,5
10.02,Low Fat,0.081014461,Grocery,98.8384,OUT019,Small,Tier 1,Grocery Store,492.692,24
12.5,Low Fat,0.006775667,Household and Non-Food Items,42.9112,OUT049,Medium,Tier 1,Supermarket Type1,1022.6688,10
6.8,Low Fat,0.03749705,Grocery,49.9034,OUT046,Small,Tier 1,Supermarket Type1,194.4136,12
7.3,Low Fat,0.086060695,Frozen Foods,149.8076,OUT013,High,Tier 3,Supermarket Type1,2808.3444,22
15.85,Low Fat,0.020519478,Household and Non-Food Items,42.5112,OUT049,Medium,Tier 1,Supermarket Type1,852.224,10
12.1,Regular,0.061163967,Beverages,56.5614,OUT035,Small,Tier 2,Supermarket Type1,828.921,5
9.195,Regular,0.07821891,Proteins,107.6596,OUT045,Small,Tier 2,Supermarket Type1,323.5788,7
7.59,Regular,0.14492016,Fruits and Vegetables,174.708,OUT013,High,Tier 3,Supermarket Type1,2942.836,22
12.15,Low Fat,0.062235983,Grocery,34.5532,OUT013,High,Tier 3,Supermarket Type1,359.532,22
19.75,Regular,0.030166924,Frozen Foods,179.766,OUT010,High,Tier 3,Grocery Store,719.064,11
18.85,Low Fat,0.016104504,Household and Non-Food Items,130.2626,OUT035,Small,Tier 2,Supermarket Type1,2360.9268,5
12.15,Low Fat,0.01544786,Frozen Foods,211.2928,OUT013,High,Tier 3,Supermarket Type1,2735.1064,22
13.1,Low Fat,0.037574137,Fruits and Vegetables,174.2054,OUT035,Small,Tier 2,Supermarket Type1,3677.2134,5
12.802000000000001,Low Fat,0.106876976,Grocery,146.7076,OUT027,Medium,Tier 3,Supermarket Type3,3842.9976,24
7.895,Regular,0.061124626,Grocery,58.5588,OUT013,High,Tier 3,Supermarket Type1,171.7764,22
16.689999999999998,Regular,0.127599399,Grocery,118.9098,OUT019,Small,Tier 1,Grocery Store,120.5098,24
16.75,Low Fat,0.029785889,Grocery,38.9822,OUT049,Medium,Tier 1,Supermarket Type1,628.5152,10
16.35,Low Fat,0.0,Household and Non-Food Items,198.211,OUT035,Small,Tier 2,Supermarket Type1,2946.165,5
8.21,Low Fat,0.010762387,Beverages,149.5392,OUT035,Small,Tier 2,Supermarket Type1,1789.6704,5
15.85,Low Fat,0.108206497,Beverages,58.3904,OUT017,Small,Tier 2,Supermarket Type1,468.7232,2
16.2,Low Fat,0.063127333,Grocery,100.47,OUT049,Medium,Tier 1,Supermarket Type1,1597.92,10
17.5,Low Fat,0.02687089,Frozen Foods,264.491,OUT046,Small,Tier 1,Supermarket Type1,3681.874,12
11.838,Low Fat,0.099681705,Grocery,107.4622,OUT019,Small,Tier 1,Grocery Store,317.5866,24
13.65,Regular,0.072898645,Frozen Foods,198.1426,OUT035,Small,Tier 2,Supermarket Type1,1977.426,5
11.35,Regular,0.063354531,Grocery,88.9856,OUT045,Small,Tier 2,Supermarket Type1,1230.3984,7
10.8,Low Fat,0.082534287,Grocery,191.1504,OUT035,Small,Tier 2,Supermarket Type1,4410.2592,5
7.47,Regular,0.152024355,Frozen Foods,211.8218,OUT013,High,Tier 3,Supermarket Type1,1496.0526,22
19.85,Low Fat,0.045669236,Fruits and Vegetables,126.402,OUT046,Small,Tier 1,Supermarket Type1,1012.016,12
8.39,Regular,0.024342578,Frozen Foods,113.6176,OUT017,Small,Tier 2,Supermarket Type1,2862.94,2
15.0,Low Fat,0.044908404,Household and Non-Food Items,140.2838,OUT046,Small,Tier 1,Supermarket Type1,1404.838,12
17.35,Low Fat,0.168329848,Household and Non-Food Items,176.7712,OUT017,Small,Tier 2,Supermarket Type1,2812.3392,2
14.1,Low Fat,0.111936685,Grocery,198.8084,OUT010,High,Tier 3,Grocery Store,992.042,11
19.2,Regular,0.005620213,Grocery,226.6062,OUT017,Small,Tier 2,Supermarket Type1,5191.2426,2
15.6,Low Fat,0.117095014,Frozen Foods,78.067,OUT049,Medium,Tier 1,Supermarket Type1,1148.505,10
20.5,Low Fat,0.023274107,Others,154.134,OUT017,Small,Tier 2,Supermarket Type1,2909.546,2
8.248000000000001,Low Fat,0.091354948,Grocery,122.3072,OUT019,Small,Tier 1,Grocery Store,122.5072,24
10.6,Low Fat,0.011087128,Grocery,41.4454,OUT035,Small,Tier 2,Supermarket Type1,1468.089,5
15.1,Regular,0.099839365,Fruits and Vegetables,143.3786,OUT035,Small,Tier 2,Supermarket Type1,1733.7432,5
7.035,Low Fat,0.021938404,Frozen Foods,264.691,OUT018,Medium,Tier 3,Supermarket Type2,5785.802,0
16.0,Low Fat,0.090480206,Grocery,142.4154,OUT017,Small,Tier 2,Supermarket Type1,1985.4156,2
13.65,Regular,0.080640478,Frozen Foods,262.6936,OUT046,Small,Tier 1,Supermarket Type1,4175.8976,12
6.115,Regular,0.007043008,Beverages,190.353,OUT035,Small,Tier 2,Supermarket Type1,569.259,5
